,G 1  D Comdty/PX LAST,JB1  D Comdty/PX LAST,RX1  D Comdty/PX LAST,TY1  D Comdty/PX LAST,GDBR10 Index/PX LAST,GJGB10 Index/PX LAST,GUKG10 Index/PX LAST,USGG10Y Index/PX LAST,GX1  D Index/PX LAST,NK1  D Index/PX LAST,SP1  D Index/PX LAST,Z 1  D Index/PX LAST,DAX Index/DV014,NKY Index/DV014,SPX Index/DV014,UKX Index/DV014,G 1  N Comdty/PX LAST,JB1  N Comdty/PX LAST,RX1  N Comdty/PX LAST,TY1  N Comdty/PX LAST,DAX Index/PX LAST,NKY Index/PX LAST,SPX Index/PX LAST,UKX Index/PX LAST
2000-01-04,63.93,99.38,73.68,45.5,5.492,1.738,5.662,6.497,8014.4,17600.0,1533.6,6202.5,1.8923,0.4189,1.1648,2.4453,109.9,132.05,103.16,95.5625,6586.95,19002.86,1399.42,6665.9
2000-01-05,63.23,99.78,73.41,44.8125,5.516,1.699,5.754,6.594,7916.4,16990.0,1535.3,6064.5,1.917,0.4293,1.1633,2.4939,109.2,132.45,102.89,94.875,6502.07,18542.55,1402.11,6535.9
2000-01-06,63.11,99.97,73.27,45.140625,5.545,1.685,5.763,6.524,7889.9,16510.0,1525.8,5983.0,1.925,0.4382,1.1621,2.5282,109.08,132.64,102.75,95.203125,6474.92,18168.27,1403.45,6447.2
2000-01-07,63.6,99.53,74.11,45.515625,5.443,1.719,5.707,6.515,8214.4,16780.0,1582.3,6027.0,1.8381,0.4376,1.1315,2.5058,109.57,132.2,103.59,95.578125,6780.96,18193.41,1441.47,6504.8
2000-01-10,64.23,99.53,74.17,45.28125,5.415,1.719,5.63,6.552,8344.4,16780.0,1596.8,6138.0,1.7998,0.4376,1.1197,2.4668,110.2,132.2,103.65,95.34375,6925.52,18193.41,1457.6,6607.7
2000-01-11,63.53,99.63,73.28,44.5,5.541,1.714,5.715,6.657,8322.9,17440.0,1576.1,6038.0,1.8087,0.4223,1.1345,2.4662,109.5,132.3,102.76,94.5625,6891.25,18850.92,1438.56,6518.9
2000-01-12,63.19,99.33,73.32,44.328125,5.549,1.738,5.757,6.703,8322.4,17230.0,1563.8,6063.0,1.8031,0.4262,1.1402,2.461,109.16,132.0,102.8,94.390625,6912.81,18677.42,1432.25,6532.8
2000-01-13,63.97,99.41,73.44,44.953125,5.514,1.817,5.663,6.63,8393.4,17530.0,1580.3,6051.0,1.7919,0.4227,1.1265,2.4615,109.94,132.08,102.92,95.015625,6955.98,18833.29,1449.68,6531.5
2000-01-14,63.6,99.7,73.18,44.546875,5.552,1.8,5.71,6.679,8613.4,17460.0,1599.8,6185.0,1.7376,0.42,1.1146,2.4146,109.57,132.37,102.66,94.609375,7173.22,18956.55,1465.15,6658.2
2000-01-17,63.15,99.73,73.19,44.546875,5.559,1.8,5.77,6.681,8691.4,17910.0,1599.8,6200.0,1.7171,0.4096,1.1146,2.4135,109.12,132.4,102.67,94.609375,7258.9,19437.23,1465.15,6669.5
2000-01-18,62.39,100.11,72.58,44.0625,5.644,1.765,5.867,6.748,8507.4,17760.0,1591.3,6006.5,1.7625,0.4147,1.1224,2.4747,108.36,132.78,102.06,94.125,7072.12,19196.57,1455.14,6504.6
2000-01-19,62.93,100.15,72.94,44.28125,5.601,1.775,5.801,6.732,8512.4,17540.0,1594.3,5959.0,1.7578,0.4213,1.1223,2.4974,108.9,132.82,102.42,94.34375,7091.04,18897.75,1455.9,6445.4
2000-01-20,62.6,99.88,73.31,44.0,5.581,1.8,5.844,6.788,8524.4,17670.0,1578.8,5858.0,1.7524,0.4188,1.1297,2.5354,108.57,132.55,102.79,94.0625,7112.66,19008.01,1445.57,6348.7
2000-01-21,62.93,100.18,73.06,43.921875,5.584,1.759,5.8,6.765,8396.9,17370.0,1575.5,5857.0,1.7825,0.4217,1.133,2.5364,108.9,132.85,102.54,93.984375,6992.75,18878.09,1441.36,6346.3
2000-01-24,63.07,101.03,73.26,44.5,5.57,1.68,5.774,6.685,8334.4,17660.0,1533.6,5895.0,1.7981,0.4178,1.1653,2.5363,109.04,133.7,102.74,94.5625,6931.99,19056.71,1401.53,6379.8
2000-01-25,63.72,101.26,73.6,44.421875,5.515,1.633,5.706,6.692,8275.4,17540.0,1540.4,5774.0,1.8304,0.4213,1.1583,2.5712,109.69,133.93,103.08,94.484375,6809.64,18895.53,1410.03,6274.1
2000-01-26,63.75,101.22,73.47,44.546875,5.526,1.651,5.705,6.664,8373.9,17710.0,1537.2,5905.0,1.7885,0.4166,1.1633,2.5303,109.72,133.89,102.95,94.609375,6969.37,19111.19,1404.09,6375.6
2000-01-27,62.87,101.27,72.94,44.515625,5.628,1.652,5.815,6.692,8545.4,17790.0,1531.6,5939.0,1.7491,0.4144,1.1682,2.5046,108.84,133.94,102.42,94.578125,7126.13,19209.72,1398.56,6441.0
2000-01-28,62.66,101.65,73.4,44.828125,5.63,1.68,5.84,6.658,8479.4,17990.0,1488.3,5882.5,1.7638,0.4096,1.202,2.5303,108.63,134.32,102.88,94.890625,7066.6,19434.78,1360.16,6375.6
2000-01-31,63.55,100.86,73.55,44.71875,5.541,1.735,5.738,6.665,8242.4,18110.0,1522.8,5780.0,1.8235,0.4074,1.168,2.5778,109.52,133.53,103.03,94.78125,6835.6,19539.7,1394.46,6268.5
2000-02-01,64.78,100.54,74.19,45.03125,5.459,1.77,5.591,6.619,8425.4,18060.0,1538.6,5806.0,1.7679,0.4099,1.1557,2.5684,110.75,133.21,103.67,95.09375,7050.46,19423.38,1409.28,6290.9
2000-02-02,64.68,99.55,74.17,45.15625,5.47,1.854,5.608,6.573,8563.9,18270.0,1537.3,5788.0,1.7379,0.4066,1.1571,2.5636,110.65,132.22,103.65,95.21875,7171.95,19578.91,1409.12,6302.8
2000-02-03,65.12,99.5,74.76,45.796875,5.443,1.869,5.552,6.489,8742.4,18440.0,1558.2,5832.0,1.6949,0.4023,1.1456,2.5549,111.09,132.17,104.24,95.859375,7354.26,19786.42,1424.97,6324.3
2000-02-04,64.4,99.88,73.9,45.40625,5.494,1.834,5.642,6.549,8784.4,18450.0,1553.3,5667.0,1.6743,0.4028,1.1462,2.6124,110.37,132.55,103.38,95.46875,7444.61,19763.13,1424.37,6185.0
2000-02-07,64.28,99.48,73.63,44.71875,5.53,1.87,5.658,6.639,8699.9,18560.0,1549.1,5612.5,1.7083,0.3991,1.1464,2.6414,110.25,132.15,103.11,94.78125,7296.32,19945.43,1424.24,6118.6
2000-02-08,64.63,98.73,74.08,45.046875,5.482,1.919,5.616,6.613,8926.4,18480.0,1568.0,5800.0,1.6509,0.4007,1.1338,2.5672,110.6,131.4,103.56,95.109375,7549.88,19868.88,1441.72,6285.8
2000-02-09,64.34,99.08,73.93,44.53125,5.516,1.894,5.653,6.66,9043.4,18600.0,1540.1,5830.5,1.6338,0.3979,1.159,2.5552,110.31,131.75,103.41,94.59375,7629.11,20007.77,1411.7,6315.4
2000-02-10,64.02,99.25,73.36,44.140625,5.595,1.867,5.692,6.671,9055.4,18400.0,1541.0,5779.5,1.6168,0.4039,1.1547,2.5696,109.99,131.92,102.84,94.203125,7709.27,19710.02,1416.83,6279.8
2000-02-11,64.37,99.25,73.32,44.34375,5.599,1.867,5.648,6.604,9094.4,18400.0,1518.6,5708.0,1.6376,0.4039,1.1801,2.6055,110.34,131.92,102.8,94.40625,7611.55,19710.02,1387.12,6193.3
2000-02-14,64.94,99.56,73.82,44.9375,5.538,1.835,5.578,6.554,9032.4,18300.0,1520.5,5536.0,1.6304,0.4071,1.1777,2.6591,110.91,132.23,103.3,95.0,7644.8,19556.46,1389.94,6068.6
2000-02-15,64.83,99.84,73.55,44.734375,5.562,1.809,5.592,6.552,8820.9,18010.0,1531.8,5494.5,1.6853,0.4137,1.1676,2.6871,110.8,132.51,103.03,94.796875,7396.13,19367.83,1402.05,6005.2
2000-02-16,63.98,99.92,73.38,44.71875,5.594,1.802,5.696,6.545,8910.9,18310.0,1514.6,5659.5,1.6641,0.4062,1.1809,2.625,109.95,132.59,102.86,94.78125,7490.32,19599.18,1387.67,6147.4
2000-02-17,64.32,99.38,73.42,44.5,5.594,1.858,5.654,6.567,9021.4,18390.0,1507.3,5714.0,1.6443,0.4022,1.1804,2.5988,110.29,132.05,102.9,94.5625,7580.53,19791.4,1388.26,6209.3
2000-02-18,64.72,99.95,73.71,45.015625,5.571,1.827,5.607,6.489,8980.4,18450.0,1475.1,5642.0,1.6457,0.4023,1.2174,2.6175,110.69,132.62,103.19,95.078125,7573.78,19789.03,1346.09,6165.0
2000-02-21,65.4,100.12,73.99,45.015625,5.514,1.807,5.526,6.493,8951.4,18190.0,1475.1,5558.0,1.6421,0.4073,1.2174,2.7991,111.37,132.79,103.47,95.078125,7590.53,19543.75,1346.09,6081.6
2000-02-22,66.21,99.57,74.71,46.046875,5.415,1.868,5.431,6.361,9013.9,18060.0,1470.8,5509.0,1.6383,0.4106,1.212,2.7536,112.18,132.24,104.19,96.109375,7607.94,19390.58,1352.17,6014.7
2000-02-23,66.04,99.67,74.48,45.5,5.443,1.849,5.451,6.422,9095.9,18130.0,1487.0,5649.5,1.619,0.4004,1.2047,2.6956,112.01,132.34,103.96,95.5625,7698.97,19519.55,1360.69,6144.1
2000-02-24,66.88,99.19,74.93,46.140625,5.398,1.875,5.351,6.365,9024.4,18250.0,1477.1,5570.0,1.6314,0.407,1.2083,2.721,112.85,131.86,104.41,96.203125,7640.53,19571.44,1353.43,6086.7
2000-02-25,66.97,99.28,74.21,46.140625,5.45,1.892,5.343,6.326,9169.9,18420.0,1459.9,5711.0,1.6285,0.402,1.2269,2.6721,112.94,131.95,103.69,96.203125,7738.68,19817.88,1333.36,6198.0
2000-02-28,66.8,99.84,74.2,45.578125,5.488,1.832,5.363,6.422,8974.4,18380.0,1469.5,5579.0,1.6611,0.4039,1.214,2.7553,112.77,132.51,103.68,95.640625,7587.13,19720.1,1348.05,6099.6
2000-02-29,66.07,99.45,74.24,45.703125,5.5,1.852,5.45,6.409,9072.4,18560.0,1493.8,5745.0,1.6486,0.3991,1.1973,2.6965,112.04,132.12,103.72,95.765625,7644.55,19959.52,1366.42,6232.6
2000-03-01,66.34,99.68,74.32,45.859375,5.486,1.838,5.422,6.386,9111.4,18660.0,1506.8,5843.0,1.6308,0.3967,1.1876,2.5243,112.31,132.35,103.8,95.921875,7727.93,20081.67,1379.19,6364.9
2000-03-02,66.12,99.79,74.21,45.75,5.527,1.796,5.446,6.384,9339.4,18670.0,1506.7,5930.5,1.5861,0.397,1.185,2.4979,112.09,132.46,103.69,95.8125,7945.77,20065.11,1381.76,6432.1
2000-03-03,66.78,99.77,74.5,45.953125,5.461,1.806,5.369,6.388,9354.9,18550.0,1532.5,5965.0,1.5833,0.3997,1.1618,2.4766,112.75,132.44,103.98,96.015625,7960.03,19927.54,1409.17,6487.5
2000-03-06,67.28,100.07,74.63,45.71875,5.454,1.782,5.312,6.411,9363.4,18430.0,1516.8,6062.0,1.5801,0.4024,1.1784,2.6223,113.25,132.74,104.11,95.78125,7975.78,19796.35,1391.28,6567.8
2000-03-07,67.52,99.96,74.61,45.875,5.432,1.8,5.284,6.373,9447.4,18550.0,1473.6,5948.0,1.5627,0.3994,1.2098,2.6634,113.49,132.63,104.09,95.9375,8064.97,19944.24,1355.62,6466.5
2000-03-08,67.41,100.39,74.62,45.859375,5.453,1.766,5.294,6.379,9364.4,18400.0,1488.0,5889.0,1.5779,0.403,1.2004,2.5221,113.38,133.06,104.1,95.921875,7987.0,19766.8,1366.7,6411.2
2000-03-09,67.77,100.05,75.64,46.09375,5.345,1.809,5.249,6.343,9351.4,18290.0,1526.0,6028.0,1.5854,0.4051,1.1706,2.4579,113.74,132.72,104.31,96.15625,7949.15,19662.33,1401.69,6532.1
2000-03-10,67.41,99.66,75.32,45.828125,5.37,1.842,5.292,6.383,9373.4,18500.0,1521.4,6076.5,1.5801,0.4033,1.1761,2.4442,113.38,131.0,103.99,95.890625,7975.95,19750.4,1395.07,6568.7
2000-03-13,67.52,99.77,75.54,46.03125,5.325,1.826,5.281,6.37,9077.4,17800.0,1505.2,5957.5,1.638,0.4151,1.1863,2.664,113.49,131.11,104.21,96.09375,7693.85,19189.93,1383.62,6466.9
2000-03-14,67.22,99.76,75.53,46.5,5.359,1.821,5.309,6.292,9044.4,17650.0,1484.0,5980.0,1.6474,0.4161,1.2076,2.6557,113.19,131.1,104.2,96.5625,7650.05,19141.84,1359.15,6487.1
2000-03-15,67.42,99.67,75.78,46.671875,5.333,1.837,5.289,6.291,8830.4,17630.0,1517.0,5945.0,1.6998,0.4175,1.1795,2.6279,113.39,131.01,104.45,96.734375,7414.46,19078.6,1392.15,6447.0
2000-03-16,68.42,99.36,76.11,46.90625,5.272,1.866,5.171,6.245,8980.9,17870.0,1580.8,6064.5,1.6618,0.4137,1.1301,2.5838,114.39,130.7,104.78,96.96875,7583.96,19253.23,1458.47,6557.2
2000-03-17,68.84,99.48,76.51,47.234375,5.241,1.856,5.122,6.194,9120.1,18100.0,1591.8,6139.5,1.6344,0.4071,1.1255,2.5834,114.81,130.82,105.18,97.296875,7710.92,19566.32,1464.47,6558.0
2000-03-20,68.51,99.48,76.44,47.234375,5.242,1.856,5.161,6.183,9260.1,18100.0,1580.9,6200.5,1.6009,0.4071,1.1284,2.5607,114.48,130.82,105.11,97.296875,7872.38,19566.32,1456.63,6624.5
2000-03-21,68.34,99.26,76.49,47.453125,5.221,1.891,5.182,6.135,9199.1,18180.0,1610.3,6206.5,1.6141,0.4064,1.1003,2.5633,114.31,130.6,105.16,97.515625,7807.93,19602.36,1493.87,6617.9
2000-03-22,67.6,99.51,76.43,47.546875,5.257,1.862,5.268,6.112,9189.1,18330.0,1620.3,6192.5,1.616,0.4037,1.0957,2.4993,113.57,130.85,105.1,97.609375,7798.62,19733.59,1500.64,6609.6
2000-03-23,68.08,99.52,76.94,47.671875,5.199,1.849,5.212,6.078,9142.1,18300.0,1646.8,6188.0,1.6378,0.4043,1.0764,2.505,114.05,130.86,105.61,97.359375,7694.78,19704.6,1527.35,6594.6
2000-03-24,67.87,99.28,76.48,47.015625,5.248,1.878,5.237,6.191,9293.1,18500.0,1658.2,6346.5,1.5888,0.3991,1.0763,2.4515,113.84,130.62,105.15,96.703125,7932.42,19958.08,1527.46,6738.5
2000-03-27,66.76,98.98,75.94,47.109375,5.316,1.902,5.37,6.185,9288.1,18810.0,1641.3,6267.5,1.5968,0.2436,1.0788,2.4999,112.73,130.32,104.61,96.796875,7892.49,20281.03,1523.86,6687.2
2000-03-28,67.12,99.13,76.31,47.21875,5.278,1.882,5.329,6.151,9314.1,19140.0,1633.0,6251.5,1.5889,0.4119,1.0902,2.5139,113.09,130.47,104.98,96.90625,7931.93,20374.34,1507.73,6650.1
2000-03-29,66.98,99.29,75.97,47.390625,5.308,1.859,5.328,6.147,9277.1,19330.0,1633.3,6181.5,1.6024,0.4053,1.0905,2.4539,112.95,130.63,104.64,97.078125,7864.76,20706.65,1508.52,6598.8
2000-03-30,67.62,99.96,76.52,48.125,5.257,1.796,5.256,6.055,9039.1,19090.0,1607.1,6018.0,1.6485,0.4105,1.1056,2.5124,113.36,131.3,105.19,97.8125,7644.89,20441.5,1487.92,6445.2
2000-03-31,67.77,100.16,76.74,48.390625,5.216,1.781,5.239,6.004,8946.1,19060.0,1618.1,6127.0,1.6584,0.4126,1.0978,2.4759,113.51,131.5,105.41,98.078125,7599.39,20337.32,1498.58,6540.2
2000-04-03,68.11,99.96,76.96,48.578125,5.194,1.812,5.199,5.965,8815.6,19370.0,1631.0,6043.5,1.6964,0.4049,1.0827,2.514,113.85,131.3,105.63,98.265625,7429.22,20726.99,1505.97,6462.1
2000-04-04,67.81,100.28,77.63,49.328125,5.182,1.789,5.233,5.895,8923.1,19270.0,1622.3,6019.5,1.6753,0.4075,1.0915,2.5277,113.55,131.62,106.3,99.015625,7522.8,20594.93,1494.73,6427.0
2000-04-05,68.52,100.36,77.27,49.078125,5.132,1.781,5.151,5.872,8687.1,19160.0,1608.3,5891.5,1.7192,0.4101,1.0976,2.5466,114.26,131.7,105.94,98.765625,7330.77,20462.77,1487.37,6379.3
2000-04-06,67.86,100.66,76.9,48.859375,5.202,1.742,5.23,5.934,8826.6,18900.0,1619.3,6041.0,1.6925,0.415,1.0873,2.4997,113.6,132.0,105.57,98.546875,7446.21,20223.61,1501.34,6451.1
2000-04-07,68.39,100.85,77.12,49.1875,5.184,1.728,5.169,5.853,8888.6,19100.0,1631.8,6126.5,1.6754,0.4144,1.0765,2.4545,114.13,132.19,105.79,98.875,7522.2,20252.81,1516.35,6569.9
2000-04-10,68.08,100.55,77.19,49.515625,5.163,1.741,5.204,5.771,8906.1,19300.0,1624.3,6121.5,1.6766,0.407,1.085,2.5773,113.82,131.89,105.86,99.203125,7516.95,20619.06,1504.46,6533.4
2000-04-11,68.33,100.46,76.91,48.859375,5.162,1.749,5.175,5.882,8816.1,19230.0,1621.8,5948.5,1.6933,0.4089,1.0879,2.6396,114.07,131.8,105.58,98.546875,7442.66,20522.52,1500.59,6379.2
2000-04-12,68.13,100.18,76.93,48.203125,5.186,1.787,5.198,5.935,8791.1,19430.0,1579.5,5949.5,1.6932,0.4028,1.114,2.6209,113.87,131.52,105.6,97.890625,7443.07,20833.21,1467.17,6350.8
2000-04-13,67.73,99.85,77.03,48.59375,5.198,1.81,5.24,5.906,8815.1,19190.0,1558.8,5954.5,1.6922,0.4088,1.1346,2.6183,113.47,131.19,105.7,98.28125,7449.06,20526.42,1440.51,6357.0
2000-04-14,67.56,100.06,76.76,48.84375,5.237,1.799,5.259,5.85,8566.1,19160.0,1470.3,5739.5,1.7471,0.4107,1.2048,2.6941,113.3,131.4,105.43,98.53125,7214.83,20434.68,1356.56,6178.1
2000-04-17,67.34,100.89,76.9,48.15625,5.225,1.712,5.284,6.038,8545.1,17660.0,1515.5,5560.0,1.7539,0.4415,1.1662,2.8378,113.08,132.23,105.57,97.84375,7187.14,19008.64,1401.44,5994.6
2000-04-18,67.46,100.86,76.64,48.078125,5.253,1.72,5.272,6.059,8588.1,17390.0,1555.5,5650.5,1.7516,0.4424,1.1275,2.8007,113.2,132.2,105.31,97.765625,7196.49,18969.52,1441.61,6074.0
2000-04-19,67.36,101.08,76.49,48.609375,5.28,1.713,5.285,5.992,8573.6,17780.0,1543.1,5748.5,1.7467,0.4397,1.139,2.6233,113.1,132.42,105.16,98.296875,7216.71,19086.62,1427.47,6184.9
2000-04-20,67.24,100.88,76.25,48.546875,5.294,1.737,5.293,5.994,8561.1,17820.0,1550.0,5805.5,2.0967,0.4426,1.1334,2.5996,112.98,132.22,104.92,98.234375,7157.95,18959.32,1434.54,6241.2
2000-04-25,66.87,101.02,75.99,47.84375,5.334,1.726,5.341,6.128,8664.1,16830.0,1592.0,5836.5,2.0614,0.4593,1.1006,2.6065,112.61,132.36,104.66,97.53125,7280.51,18272.33,1477.44,6283.0
2000-04-26,67.22,101.14,76.49,47.859375,5.283,1.743,5.299,6.13,8742.1,16740.0,1578.3,5806.5,2.0313,0.4628,1.1135,2.6114,112.96,132.48,105.16,97.546875,7388.55,18134.31,1460.99,6256.5
2000-04-27,67.51,101.25,76.19,47.140625,5.301,1.74,5.266,6.223,8561.1,16750.0,1570.1,5734.5,2.0782,0.4657,1.1114,2.644,113.25,132.59,104.86,96.828125,7221.74,18019.17,1464.92,6179.3
2000-04-28,67.96,101.06,76.36,47.265625,5.298,1.764,5.21,6.212,8802.1,16760.0,1562.8,5911.0,2.1272,0.4669,1.1214,2.5821,113.7,132.4,105.03,96.953125,7414.68,17973.7,1452.43,6327.4
2000-05-02,67.73,101.31,76.02,46.75,5.343,1.735,5.238,6.299,8921.1,17130.0,1553.3,5955.5,2.0906,0.4551,1.1249,2.5724,113.47,132.65,104.69,96.4375,7555.92,18439.36,1446.29,6373.4
2000-05-03,67.67,101.31,75.47,46.265625,5.391,1.735,5.245,6.401,8721.1,17130.0,1525.3,5740.5,2.0471,0.4551,1.1504,2.6508,113.41,132.65,104.14,95.953125,7376.93,18439.36,1415.1,6184.8
2000-05-04,66.77,101.31,75.0,45.875,5.431,1.735,5.354,6.427,8749.6,17130.0,1526.0,5749.5,2.1023,0.4551,1.1549,2.6354,112.51,132.65,103.67,95.5625,7386.71,18439.36,1409.57,6199.6
2000-05-05,66.42,101.31,75.09,45.578125,5.421,1.735,5.396,6.505,8867.1,17130.0,1541.8,5796.5,2.0621,0.4551,1.1332,2.6188,112.16,132.65,103.76,95.265625,7530.82,18439.36,1432.63,6238.8
2000-05-08,66.8,101.26,75.31,45.296875,5.388,1.739,5.35,6.56,8763.6,16820.0,1532.8,5764.5,2.0407,0.4611,1.1404,2.6369,112.54,132.6,103.98,94.984375,7408.09,18199.96,1424.17,6216.3
2000-05-09,67.2,101.63,75.63,45.546875,5.355,1.716,5.303,6.529,8618.1,16460.0,1522.6,5673.0,2.0781,0.4703,1.1509,2.6768,112.94,132.97,104.3,95.234375,7280.54,17844.54,1412.14,6123.8
2000-05-10,67.23,101.6,75.68,46.046875,5.337,1.728,5.299,6.42,8483.1,16400.0,1490.6,5668.5,2.1247,0.4741,1.1714,2.3218,112.97,132.94,104.35,95.734375,7120.86,17701.47,1383.05,6100.6
2000-05-11,66.31,101.87,75.12,46.203125,5.419,1.686,5.41,6.409,8634.1,15470.0,1517.8,5794.0,2.0842,0.4971,1.152,2.2269,112.05,133.21,103.79,95.890625,7259.48,16882.46,1407.81,6245.9
2000-05-12,66.35,101.53,75.2,45.578125,5.394,1.704,5.407,6.512,8621.6,15940.0,1533.5,5840.5,2.0828,0.4835,1.1413,2.2136,112.09,132.87,103.87,95.265625,7269.28,17357.86,1420.96,6283.5
2000-05-15,66.83,101.56,75.33,45.859375,5.375,1.709,5.348,6.446,8561.1,15940.0,1560.5,5788.5,2.1043,0.4847,1.1167,2.2907,112.57,132.9,104.0,95.546875,7195.15,17313.69,1452.36,6247.7
2000-05-16,67.15,101.33,75.58,46.09375,5.348,1.749,5.312,6.424,8744.1,16220.0,1574.5,5877.0,2.054,0.4781,1.1063,2.265,112.89,132.67,104.25,95.78125,7371.06,17551.25,1466.04,6318.4
2000-05-17,66.22,101.21,74.96,45.75,5.414,1.772,5.423,6.496,8570.1,16020.0,1559.5,5737.0,2.1367,0.4822,1.1207,2.1967,111.96,132.55,103.63,95.4375,7211.51,17404.03,1447.8,6196.2
2000-05-18,65.7,101.76,74.74,45.234375,5.422,1.73,5.477,6.54,8516.1,15660.0,1544.8,5786.5,2.1636,0.4927,1.1288,2.1838,111.44,133.1,103.41,94.921875,7181.58,17031.63,1437.21,6232.9
2000-05-19,65.53,101.7,74.89,45.609375,5.416,1.726,5.496,6.494,8351.6,15460.0,1517.8,5586.5,1.824,0.4978,1.1536,2.2515,111.27,133.04,103.56,95.296875,6989.03,16858.17,1406.95,6045.4
2000-05-22,66.21,102.05,75.43,46.203125,5.333,1.697,5.414,6.439,8276.6,14960.0,1506.6,5592.5,1.9153,0.5121,1.1587,2.2552,111.95,133.39,104.1,95.890625,6912.96,16386.01,1400.72,6035.5
2000-05-23,66.01,101.75,75.56,46.09375,5.342,1.721,5.442,6.435,8288.1,14880.0,1485.4,5626.5,1.9112,0.5142,1.1806,2.2362,111.75,133.09,104.23,95.78125,6927.69,16318.73,1373.86,6086.8
2000-05-24,66.36,102.08,75.9,46.0,5.313,1.71,5.396,6.47,8205.1,14590.0,1504.5,5665.5,1.9859,0.523,1.1596,2.1894,112.1,133.42,104.57,95.6875,6834.88,16044.44,1399.05,6118.6
2000-05-25,67.12,101.96,76.38,46.59375,5.259,1.72,5.312,6.394,8303.1,14900.0,1491.8,5780.0,1.982,0.5165,1.1743,2.1499,112.86,133.3,105.05,96.28125,6978.87,16247.82,1381.52,6231.1
2000-05-26,67.87,102.2,76.77,47.046875,5.202,1.685,5.226,6.331,8299.1,14650.0,1484.1,5760.5,2.4717,0.5241,1.1776,2.1548,113.61,133.54,105.44,96.734375,6938.33,16008.14,1378.02,6216.9
2000-05-29,67.87,102.32,76.52,47.046875,5.239,1.67,5.225,6.326,8377.1,14910.0,1484.1,5760.5,1.961,0.5164,1.1776,2.1548,113.61,133.66,105.19,96.734375,7016.66,16245.44,1378.02,6216.9
2000-05-30,67.72,102.13,76.45,46.71875,5.241,1.695,5.247,6.376,8470.1,14960.0,1530.0,5896.0,1.9328,0.5169,1.1408,2.1423,113.46,133.47,105.12,96.40625,7119.26,16228.9,1422.45,6359.6
2000-05-31,68.32,102.48,76.84,47.265625,5.191,1.665,5.175,6.272,8471.1,15000.0,1525.0,5894.0,1.8795,0.5137,1.1438,2.1424,114.06,133.82,105.51,96.953125,7109.67,16332.45,1420.6,6359.3
2000-06-01,68.67,102.31,77.5,47.8125,5.113,1.67,5.129,6.191,8619.1,15370.0,1554.3,6011.5,1.8374,0.5025,1.1208,2.0805,114.41,133.65,106.17,97.5,7272.76,16694.3,1448.81,6470.5
2000-06-02,69.46,102.02,77.7,48.109375,5.089,1.69,5.039,6.152,8786.1,15480.0,1578.8,6171.5,1.7963,0.4994,1.0992,2.0316,115.2,133.36,106.37,97.796875,7438.95,16800.06,1477.26,6626.4
2000-06-05,69.21,101.38,77.72,48.359375,5.095,1.755,5.07,6.122,8752.1,15890.0,1573.3,6091.5,1.7521,0.4877,1.106,2.1243,114.95,132.72,106.39,98.046875,7408.02,17201.79,1467.63,6546.7
2000-06-06,68.87,101.49,77.46,48.25,5.138,1.745,5.111,6.122,8703.1,15820.0,1565.8,6082.5,1.7636,0.4886,1.1134,2.1243,114.61,132.83,106.13,97.9375,7359.8,17170.08,1457.84,6546.8
2000-06-07,68.85,101.72,77.52,48.3125,5.126,1.73,5.113,6.141,8638.1,15830.0,1574.8,6047.5,1.7797,0.4893,1.1036,2.1069,114.59,133.06,106.19,98.0,7292.98,17144.96,1471.36,6503.8
2000-06-08,68.46,102.0,77.46,48.390625,5.185,1.7,5.162,6.124,8614.1,15560.0,1569.4,6018.5,1.792,0.4934,1.1105,2.1092,114.2,133.34,106.13,98.078125,7243.13,17004.34,1461.67,6496.6
2000-06-09,68.82,102.36,77.73,48.3125,5.147,1.665,5.118,6.126,8578.1,15380.0,1564.9,5971.5,1.7892,0.4975,1.1141,2.1265,114.56,133.7,105.7,98.0,7254.53,16861.91,1456.95,6443.8
2000-06-12,68.91,102.27,77.72,48.578125,5.153,1.675,5.108,6.071,8582.1,15580.0,1549.5,5980.5,1.796,0.4941,1.1227,2.1713,114.65,132.65,105.69,98.265625,7235.64,16980.61,1446.0,6430.9
2000-06-13,68.99,102.54,77.93,48.375,5.119,1.66,5.098,6.116,8613.1,15460.0,1574.7,5978.5,1.7878,0.496,1.1048,2.1659,114.73,132.92,105.9,98.0625,7268.91,16914.95,1469.44,6447.1
2000-06-14,68.71,102.48,77.93,48.859375,5.151,1.675,5.128,6.041,8700.1,15160.0,1578.0,6082.5,1.7678,0.5037,1.1044,2.067,114.45,132.86,105.9,98.546875,7350.94,16654.42,1470.54,6536.3
2000-06-15,68.41,102.73,77.75,48.828125,5.161,1.665,5.164,6.05,8691.1,14940.0,1577.8,6022.5,1.7732,0.5135,1.0983,2.0815,114.15,133.11,105.72,98.515625,7328.62,16338.7,1478.73,6490.8
2000-06-16,69.28,103.0,78.22,49.21875,5.09,1.63,5.056,5.971,8622.0,14970.0,1568.3,6040.5,1.8537,0.5141,1.1131,2.0702,115.02,133.38,106.19,98.90625,7131.4,16318.31,1464.46,6526.0
2000-06-19,69.08,103.09,78.16,49.046875,5.111,1.63,5.078,5.999,8585.0,15270.0,1584.8,5993.5,1.8052,0.5056,1.0859,2.0893,114.82,133.47,106.13,98.734375,7198.8,16591.35,1486.0,6490.2
