,G 1  D Comdty/PX LAST,JB1  D Comdty/PX LAST,RX1  D Comdty/PX LAST,TY1  D Comdty/PX LAST,GDBR10 Index/PX LAST,GJGB10 Index/PX LAST,GUKG10 Index/PX LAST,USGG10Y Index/PX LAST,GX1  D Index/PX LAST,NK1  D Index/PX LAST,SP1  D Index/PX LAST,Z 1  D Index/PX LAST,DAX Index/DV014,NKY Index/DV014,SPX Index/DV014,UKX Index/DV014,G 1  N Comdty/PX LAST,JB1  N Comdty/PX LAST,RX1  N Comdty/PX LAST,TY1  N Comdty/PX LAST,DAX Index/PX LAST,NKY Index/PX LAST,SPX Index/PX LAST,UKX Index/PX LAST
2010-10-11,97.76,138.19,121.26,114.46875,2.272,0.875,2.878,2.3919,6099.6,9060.0,1090.1,5049.5,3.0276,1.8184,1.9662,3.2643,125.19,143.95,131.63,127.4375,6309.51,9588.88,1165.32,5672.4
2010-10-12,98.13,138.3,121.64,114.109375,2.243,0.86,2.848,2.4309,6101.1,8880.0,1092.3,5048.5,3.0299,1.8572,1.9587,3.2706,125.56,144.06,132.01,127.078125,6304.57,9388.64,1169.77,5661.59
2010-10-13,97.78,138.15,121.2,114.25,2.282,0.884,2.879,2.422,6229.1,8890.0,1102.1,5127.0,2.9688,1.8543,1.9469,3.2288,125.21,143.91,131.57,127.21875,6434.52,9403.51,1178.1,5747.35
2010-10-14,97.78,138.16,121.07,113.703125,2.295,0.885,2.88,2.5076,6252.6,9050.0,1101.3,5115.0,2.9592,1.8194,1.9527,3.2401,125.21,143.92,131.44,126.671875,6455.27,9583.51,1173.81,5727.21
2010-10-15,97.21,138.08,120.35,113.265625,2.371,0.885,2.945,2.5597,6275.1,9000.0,1102.7,5080.0,2.9423,1.8354,1.9486,3.2537,124.64,143.84,130.72,126.234375,6492.3,9500.25,1176.19,5703.37
2010-10-18,97.01,138.12,120.19,113.921875,2.385,0.88,2.963,2.5075,6311.1,8970.0,1106.0,5128.0,2.9313,1.8357,1.9349,3.2315,124.44,143.88,130.56,126.890625,6516.63,9498.49,1184.71,5742.52
2010-10-19,96.64,137.93,119.86,114.0625,2.414,0.89,3.002,2.4752,6282.1,9010.0,1091.6,5086.5,2.9431,1.8279,1.9661,3.2534,124.07,143.69,130.23,127.03125,6490.69,9539.45,1165.9,5703.89
2010-10-20,96.76,137.88,119.58,114.078125,2.44,0.9,2.987,2.4788,6321.6,8860.0,1102.5,5108.5,2.9278,1.8586,1.9469,3.2418,124.19,143.64,129.95,127.046875,6524.55,9381.6,1178.17,5728.93
2010-10-21,97.25,137.84,119.25,113.671875,2.484,0.891,2.937,2.5452,6397.6,8850.0,1103.5,5142.5,2.8895,1.8596,1.944,3.2255,124.68,143.6,129.62,126.640625,6611.01,9376.48,1180.26,5757.86
2010-10-22,97.1,137.7,119.28,113.453125,2.474,0.896,2.951,2.5541,6398.6,8900.0,1108.5,5119.0,2.8918,1.8497,1.9394,3.2328,124.53,143.46,129.65,126.421875,6605.84,9426.71,1183.08,5741.37
2010-10-25,97.38,137.66,119.47,113.453125,2.45,0.903,2.923,2.5613,6434.1,8910.0,1110.6,5141.5,2.8772,1.8547,1.9353,3.2268,124.81,143.42,129.84,126.421875,6639.21,9401.16,1185.62,5751.98
2010-10-26,96.07,137.66,118.99,112.75,2.507,0.91,3.06,2.6393,6417.6,8840.0,1110.6,5096.0,2.8883,1.8594,1.9353,3.2521,123.5,143.42,129.36,125.71875,6613.8,9377.38,1185.64,5707.3
2010-10-27,95.17,137.42,118.43,112.25,2.565,0.955,3.151,2.7198,6364.6,8890.0,1106.6,5036.5,2.9084,1.8575,1.9415,3.2917,122.6,143.18,128.8,125.21875,6568.0,9387.03,1182.45,5646.02
2010-10-28,95.23,137.75,118.42,112.890625,2.564,0.915,3.15,2.6576,6396.1,8850.0,1107.1,5067.5,2.8964,1.8617,1.9404,3.2732,122.66,143.51,128.79,125.859375,6595.28,9366.03,1183.78,5677.89
2010-10-29,95.93,137.44,118.86,113.3125,2.518,0.939,3.076,2.5993,6404.1,8670.0,1107.5,5063.0,2.8937,1.8948,1.94,3.275,123.36,143.2,129.23,126.28125,6601.37,9202.45,1183.26,5675.16
2010-11-01,96.24,137.32,119.31,113.34375,2.481,0.955,3.046,2.6229,6397.1,8640.0,1110.9,5078.0,2.8922,1.9047,1.9381,3.2638,123.67,143.08,129.68,126.3125,6604.86,9154.72,1184.38,5694.62
2010-11-02,96.37,137.27,119.41,113.5625,2.47,0.949,3.034,2.5866,6448.6,8650.0,1120.5,5146.0,2.8707,1.9036,1.9233,3.2282,123.8,143.03,129.78,126.53125,6654.31,9159.98,1193.57,5757.43
2010-11-03,96.68,137.27,119.87,113.609375,2.418,0.95,2.997,2.5702,6402.1,8650.0,1125.1,5135.5,2.8865,1.9036,1.9176,3.2396,124.11,143.03,130.24,126.578125,6617.8,9159.98,1197.96,5748.97
2010-11-04,97.11,137.52,120.06,114.78125,2.396,0.925,2.952,2.489,6522.6,8840.0,1146.4,5247.0,2.8364,1.8631,1.8831,3.1767,124.54,143.28,130.43,127.75,6734.69,9358.78,1221.06,5862.79
2010-11-05,96.95,137.35,119.88,114.453125,2.417,0.936,2.977,2.5304,6540.6,9130.0,1149.7,5252.5,2.8282,1.8114,1.8757,3.1699,124.38,143.11,130.25,127.421875,6754.2,9625.99,1225.85,5875.35
2010-11-08,96.72,137.1,120.14,114.390625,2.39,0.964,3.005,2.5502,6545.1,9200.0,1147.8,5241.0,2.8298,1.7915,1.8817,3.1837,124.15,142.86,130.51,127.359375,6750.5,9732.92,1223.25,5849.96
2010-11-09,96.43,136.94,119.99,113.5625,2.407,0.98,3.032,2.6558,6581.1,9170.0,1138.7,5266.0,2.8142,1.7986,1.8985,3.17,123.86,142.7,130.36,126.53125,6787.81,9694.49,1213.4,5875.19
2010-11-10,95.25,136.76,119.83,114.0,2.441,1.0,3.164,2.6286,6516.1,9290.0,1141.9,5211.0,2.8427,1.7737,1.8908,3.2028,122.68,142.52,130.2,126.96875,6719.84,9830.52,1218.71,5816.94
2010-11-11,95.35,136.66,119.81,113.515625,2.435,1.01,3.155,2.6447,6517.6,9340.0,1138.9,5209.5,2.8412,1.7682,1.8988,3.2037,122.78,142.42,130.18,126.484375,6723.41,9861.46,1213.54,5815.23
2010-11-12,94.94,136.83,119.04,112.96875,2.512,1.003,3.204,2.7871,6524.1,9220.0,1123.2,5190.5,2.8365,1.793,1.9236,3.2139,122.37,142.59,129.41,125.9375,6734.61,9724.81,1199.21,5796.87
2010-11-15,94.29,136.26,118.5,111.796875,2.563,1.055,3.266,2.9593,6574.6,9300.0,1123.6,5209.0,2.8133,1.7743,1.9254,3.2009,121.72,142.02,128.87,124.765625,6790.17,9827.51,1197.75,5820.41
2010-11-16,93.95,136.63,117.77,112.078125,2.622,1.036,3.292,2.84,6462.1,9260.0,1102.5,5082.0,2.8668,1.7798,1.9614,3.2789,121.38,142.39,128.14,125.046875,6663.24,9797.1,1178.34,5681.9
2010-11-17,94.26,136.2,118.08,111.90625,2.601,1.065,3.272,2.8766,6490.6,9310.0,1105.3,5090.5,2.8511,1.7771,1.9593,3.2836,121.69,141.96,128.45,124.875,6700.07,9811.66,1178.59,5692.56
2010-11-18,93.15,135.69,117.13,111.515625,2.704,1.115,3.4,2.895,6614.1,9460.0,1125.5,5163.5,2.796,1.7413,1.93,3.2402,120.58,141.45,127.5,124.484375,6832.11,10013.63,1196.69,5768.71
2010-11-19,93.21,136.0,117.04,111.546875,2.703,1.071,3.386,2.8713,6628.6,9530.0,1126.0,5127.0,2.7913,1.7398,1.9326,3.2605,120.64,141.76,127.41,124.515625,6843.55,10022.39,1199.73,5732.83
2010-11-22,93.72,135.47,117.57,112.125,2.65,1.134,3.333,2.8019,6613.6,9600.0,1125.7,5087.0,2.8001,1.7238,1.9369,3.2904,121.15,141.23,127.94,125.09375,6822.05,10115.19,1197.84,5680.83
2010-11-23,94.4,135.47,118.51,112.4375,2.552,1.135,3.262,2.7729,6505.1,9600.0,1106.1,4996.0,2.849,1.7238,1.9656,3.349,121.83,141.23,128.88,125.40625,6705.0,10115.19,1180.73,5581.28
2010-11-24,93.71,135.6,117.35,111.3125,2.711,1.134,3.333,2.912,6609.1,9520.0,1124.3,5056.5,2.7994,1.7384,1.9372,3.2982,121.14,141.36,127.72,124.28125,6823.8,10030.11,1198.35,5657.1
2010-11-25,93.47,135.34,116.92,111.3125,2.712,1.16,3.363,2.9085,6670.1,9560.0,1124.3,5104.0,2.7767,1.7299,1.9372,3.274,120.9,141.1,127.29,124.28125,6879.66,10079.76,1198.35,5698.93
2010-11-26,93.65,134.81,116.98,111.625,2.734,1.195,3.347,2.8663,6641.6,9540.0,1111.0,5075.0,2.7891,1.7368,1.9558,3.2915,121.08,140.57,127.35,124.59375,6848.98,10039.56,1189.4,5668.7
2010-11-29,93.69,135.09,116.7,111.90625,2.757,1.183,3.338,2.8205,6505.1,9600.0,1114.3,4971.0,2.852,1.722,1.9605,3.3613,121.12,140.85,127.07,124.875,6697.97,10125.99,1187.76,5550.95
2010-11-30,94.79,135.11,117.65,112.078125,2.67,1.194,3.225,2.7968,6486.6,9430.0,1107.4,4946.5,2.856,1.7547,1.9687,3.3751,122.22,140.87,128.02,125.046875,6688.49,9937.04,1180.55,5528.27
2010-12-01,93.51,135.57,116.65,110.890625,2.78,1.154,3.361,2.9642,6648.1,9480.0,1132.3,5047.0,2.7819,1.7458,1.9279,3.3102,120.94,141.33,127.02,123.859375,6866.63,9988.05,1206.07,5642.5
2010-12-02,93.08,135.18,116.1,110.515625,2.819,1.21,3.401,2.9885,6742.6,9640.0,1150.5,5173.0,2.7456,1.7148,1.904,3.2384,120.51,140.94,126.47,123.484375,6957.61,10168.52,1221.53,5767.56
2010-12-03,93.03,135.12,115.82,110.734375,2.857,1.215,3.413,3.0055,6737.6,9670.0,1151.3,5155.5,2.7495,1.7131,1.9066,3.2509,120.46,140.88,126.19,123.703125,6947.72,10178.32,1224.71,5745.32
2010-12-06,93.27,135.72,116.2,111.34375,2.853,1.165,3.397,2.9201,6736.1,9660.0,1149.9,5179.0,2.7468,1.715,1.9094,3.2369,120.7,141.48,126.57,124.3125,6954.38,10167.23,1223.12,5770.28
2010-12-07,92.67,135.45,115.22,109.53125,2.948,1.178,3.459,3.1257,6783.6,9630.0,1151.0,5213.0,2.7282,1.7194,1.9079,3.2157,120.1,141.21,125.59,122.5,7001.91,10141.1,1223.75,5808.45
2010-12-08,91.91,134.34,114.85,108.90625,3.014,1.25,3.547,3.2723,6759.6,9720.0,1156.5,5200.0,2.7384,1.7041,1.901,3.2243,119.34,140.1,125.22,121.875,6975.87,10232.33,1228.28,5794.53
2010-12-09,92.31,134.14,115.41,108.796875,2.947,1.267,3.493,3.2037,6748.6,9760.0,1160.7,5203.0,2.743,1.6952,1.8937,3.2168,119.74,139.9,124.95,121.765625,6964.16,10285.88,1233.0,5807.96
2010-12-10,92.22,134.73,115.44,108.296875,2.954,1.205,3.518,3.319,6787.1,9700.0,1168.7,5211.5,2.7265,1.7075,1.8825,3.2141,119.65,139.71,124.98,121.265625,7006.17,10211.95,1240.4,5812.95
2010-12-13,91.82,133.97,115.03,108.734375,2.976,1.256,3.552,3.275,6811.6,9770.0,1169.0,5257.5,2.7175,1.6939,1.8829,3.1879,119.25,138.95,124.57,121.703125,7029.39,10293.89,1240.46,5860.75
2010-12-14,91.34,134.17,114.58,107.453125,3.026,1.255,3.608,3.4727,6810.6,9800.0,1169.6,5285.5,2.7183,1.6901,1.8814,3.1714,118.77,139.15,124.12,120.421875,7027.4,10316.77,1241.59,5891.21
2010-12-15,91.32,133.97,114.69,107.046875,3.03,1.265,3.62,3.5318,6807.6,9790.0,1164.8,5298.5,2.7226,1.6913,1.8926,3.1757,118.75,138.95,124.23,120.015625,7016.37,10309.78,1235.23,5882.18
2010-12-16,91.15,133.93,114.33,107.40625,3.065,1.279,3.631,3.4224,6807.6,9790.0,1171.2,5285.0,2.7194,1.691,1.8967,3.1763,118.58,138.91,123.87,120.375,7024.4,10311.29,1242.87,5881.12
2010-12-17,91.8,134.83,114.84,108.4375,3.029,1.201,3.557,3.3279,6793.9,9780.0,1171.1,5275.5,2.7358,1.6923,1.8952,3.1814,119.23,139.81,124.38,121.40625,6982.45,10303.83,1243.91,5871.75
2010-12-20,92.52,134.87,115.76,108.296875,2.967,1.19,3.481,3.3358,6821.4,9720.0,1173.9,5305.0,2.7019,1.7067,1.8881,3.1693,119.95,139.85,125.3,121.265625,7018.6,10216.41,1247.08,5891.61
2010-12-21,92.28,134.64,115.63,108.28125,2.986,1.183,3.506,3.3031,6872.9,9840.0,1183.4,5355.0,2.6793,1.6814,1.8782,3.1372,119.71,139.62,125.17,121.25,7077.99,10370.53,1254.6,5951.8
2010-12-22,92.24,134.87,115.93,108.046875,2.952,1.149,3.504,3.3458,6878.4,9820.0,1187.2,5399.0,2.6831,1.6853,1.876,3.1206,119.67,139.85,125.47,120.0,7067.92,10346.48,1258.84,5983.49
2010-12-23,92.33,134.87,115.61,107.640625,2.977,1.149,3.499,3.3892,6857.9,9820.0,1185.7,5411.0,2.687,1.6853,1.8762,3.1141,119.76,139.85,125.15,119.59375,7057.69,10346.48,1256.77,5996.07
2010-12-24,92.26,134.75,115.61,107.640625,2.982,1.161,3.509,3.3933,6857.9,9820.0,1185.7,5411.0,2.687,1.6853,1.8762,3.1141,119.69,139.73,125.15,119.59375,7057.69,10346.48,1256.77,5996.07
2010-12-27,92.26,134.87,115.13,107.984375,3.031,1.17,3.504,3.3294,6780.9,9840.0,1186.0,5402.5,2.7205,1.6837,1.8751,3.1141,119.69,139.85,124.67,119.9375,6970.73,10355.99,1257.54,5996.07
2010-12-28,92.26,135.23,115.65,107.078125,2.976,1.141,3.509,3.4795,6770.9,9810.0,1186.8,5402.5,2.72,1.6978,1.8737,3.1141,119.69,140.21,125.19,119.03125,6972.1,10292.63,1258.51,5996.07
2010-12-29,91.71,135.07,115.23,108.296875,3.018,1.169,3.571,3.3489,6789.4,9850.0,1188.4,5408.0,2.7109,1.6893,1.8726,3.1158,119.14,140.05,124.77,120.25,6995.47,10344.54,1259.78,5996.36
2010-12-30,92.6,135.63,115.77,108.03125,2.959,1.128,3.474,3.3646,6711.4,9700.0,1187.2,5379.0,2.7427,1.7084,1.8757,3.129,118.75,140.61,125.31,119.984375,6914.19,10228.92,1257.88,5971.01
2010-12-31,93.34,135.63,115.77,108.484375,2.963,1.128,3.396,3.2935,6711.4,9700.0,1187.2,5379.0,2.7427,1.7084,1.8757,3.129,119.49,140.61,125.31,120.4375,6914.19,10228.92,1257.88,5971.01
2011-01-03,93.34,135.63,116.19,108.21875,2.922,1.13,3.397,3.3324,6782.4,9700.0,1198.0,5341.0,2.7131,1.7084,1.8553,3.129,119.49,140.61,125.73,120.171875,6989.74,10228.92,1271.87,5971.01
2011-01-04,92.78,135.3,116.57,108.359375,2.891,1.17,3.462,3.3287,6767.4,9870.0,1198.0,5407.0,2.7187,1.6806,1.8577,3.004,118.93,140.28,126.11,120.3125,6975.35,10398.1,1270.2,6013.87
2011-01-05,91.99,135.46,115.95,107.28125,2.938,1.164,3.551,3.4654,6730.9,9870.0,1204.5,5441.0,2.7326,1.6834,1.8489,2.9892,118.14,140.44,125.49,119.234375,6939.82,10380.77,1276.56,6043.86
2011-01-06,92.18,134.67,116.19,107.859375,2.913,1.221,3.529,3.3932,6773.9,10000.0,1202.9,5425.0,2.7163,1.6596,1.8541,3.0013,118.33,139.65,125.73,119.8125,6981.39,10529.76,1273.85,6019.51
2011-01-07,92.36,134.73,116.59,108.71875,2.869,1.205,3.512,3.3237,6745.9,10040.0,1200.2,5391.5,2.7295,1.6578,1.8576,3.0189,118.51,139.71,126.13,120.671875,6947.84,10541.04,1271.5,5984.33
2011-01-10,92.45,134.73,116.74,108.921875,2.87,1.205,3.513,3.2832,6664.4,10040.0,1198.2,5370.5,2.7656,1.6578,1.8601,3.0331,118.6,139.71,126.28,120.875,6857.06,10541.04,1269.75,5956.3
2011-01-11,92.0,135.04,116.25,108.59375,2.925,1.195,3.554,3.3396,6737.4,10000.0,1203.1,5426.5,2.7319,1.6626,1.8532,3.004,118.15,140.02,125.79,120.546875,6941.57,10510.68,1274.48,6014.03
2011-01-12,91.2,135.18,115.15,108.609375,3.052,1.18,3.644,3.365,6861.9,10010.0,1216.1,5450.5,2.6828,1.6622,1.8389,2.987,117.35,140.16,124.69,120.5625,7068.78,10512.8,1285.96,6050.72
2011-01-13,91.49,135.05,115.1,109.15625,3.044,1.195,3.606,3.2972,6860.4,10050.0,1214.0,5425.0,2.6804,1.6502,1.8421,3.0003,117.64,140.03,124.64,121.109375,7075.11,10589.76,1283.76,6023.88
2011-01-14,91.49,135.07,115.37,108.90625,3.028,1.205,3.609,3.3231,6874.4,9990.0,1222.1,5407.0,2.6801,1.6644,1.8288,3.0112,117.64,140.05,124.91,120.859375,7075.7,10499.04,1293.24,6002.07
2011-01-17,91.41,134.9,115.22,108.90625,3.038,1.21,3.618,3.3291,6865.9,9990.0,1222.1,5390.5,2.6792,1.6638,1.8288,3.0195,117.56,139.88,124.76,120.859375,7078.06,10502.86,1293.24,5985.7
2011-01-18,90.99,134.77,114.52,108.640625,3.115,1.23,3.659,3.3663,6933.4,10010.0,1227.4,5467.5,2.6547,1.6613,1.8271,2.9842,117.14,139.75,124.06,120.59375,7143.45,10518.98,1295.02,6056.43
2011-01-19,91.29,134.27,114.8,108.828125,3.105,1.269,3.635,3.339,6873.9,10060.0,1211.2,5387.0,2.6775,1.6553,1.8473,3.0293,117.44,139.25,124.34,120.78125,7082.76,10557.1,1281.92,5976.7
2011-01-20,90.8,134.75,114.13,107.875,3.163,1.214,3.688,3.4488,6817.9,9930.0,1208.9,5278.0,2.6998,1.6743,1.8498,3.0854,116.95,139.73,123.67,119.828125,7024.27,10437.31,1280.26,5867.91
2011-01-21,90.8,134.76,114.22,108.203125,3.176,1.218,3.695,3.4042,6854.4,9770.0,1212.4,5310.0,2.6852,1.7008,1.8455,3.0706,116.95,139.74,123.76,120.15625,7062.42,10274.52,1283.35,5896.25
2011-01-24,91.01,134.63,114.38,108.28125,3.15,1.239,3.671,3.4044,6860.4,9830.0,1221.2,5358.5,2.6916,1.6892,1.8348,3.046,117.16,139.61,123.92,120.234375,7067.77,10345.11,1290.84,5943.85
2011-01-25,91.41,134.41,114.43,108.96875,3.144,1.259,3.627,3.3284,6847.9,9960.0,1220.3,5330.5,2.695,1.6699,1.8357,3.0555,117.56,139.39,123.97,120.921875,7059.01,10464.42,1291.18,5917.71
2011-01-26,90.87,134.63,114.07,108.296875,3.185,1.24,3.692,3.4146,6914.9,9910.0,1226.3,5388.5,2.7943,1.68,1.8282,3.0344,117.02,139.61,123.61,120.25,7127.35,10401.9,1296.63,5969.21
2011-01-27,90.84,134.8,113.8,108.71875,3.206,1.235,3.693,3.3873,6947.4,9970.0,1228.5,5378.5,2.7833,1.6707,1.8244,3.0365,116.99,139.78,123.34,120.671875,7155.58,10478.66,1299.54,5965.08
2011-01-28,91.19,134.94,114.19,109.203125,3.148,1.224,3.65,3.3214,6899.4,9860.0,1204.2,5298.5,2.8039,1.6898,1.8576,3.0798,117.34,139.92,123.73,121.15625,7102.8,10360.34,1276.34,5881.37
2011-01-31,91.18,135.04,114.2,108.84375,3.155,1.219,3.656,3.3704,6880.4,9720.0,1215.1,5281.0,2.8138,1.71,1.8435,3.0894,117.33,140.02,123.74,120.796875,7077.48,10237.92,1286.12,5862.94
2011-02-01,90.66,134.74,113.47,108.34375,3.221,1.236,3.707,3.4394,6969.9,9760.0,1235.4,5361.0,2.772,1.702,1.8131,3.0402,116.81,139.72,123.01,120.296875,7184.27,10274.5,1307.59,5957.82
2011-02-02,90.3,134.75,113.33,107.9375,3.259,1.231,3.764,3.4771,6970.4,9950.0,1232.7,5411.5,2.7722,1.6722,1.8196,3.0252,116.45,139.73,122.87,119.890625,7183.67,10457.36,1304.03,6000.07
2011-02-03,90.14,134.45,113.68,107.484375,3.216,1.246,3.779,3.5488,6975.4,9930.0,1236.0,5398.5,2.7684,1.6764,1.8158,3.0336,116.29,139.43,123.22,119.4375,7193.68,10431.36,1307.1,5983.34
2011-02-04,89.7,134.08,113.11,106.625,3.261,1.29,3.819,3.6356,7000.9,10020.0,1239.9,5405.5,2.7597,1.6586,1.8107,3.0265,115.85,139.06,122.65,118.578125,7216.21,10543.52,1310.87,5997.38
2011-02-07,89.68,134.02,113.32,106.65625,3.253,1.295,3.833,3.6299,7071.4,10080.0,1248.5,5460.0,2.7342,1.651,1.8002,2.9996,115.83,139.0,122.86,118.609375,7283.62,10592.04,1319.05,6051.03
2011-02-08,89.67,133.78,113.28,106.03125,3.255,1.324,3.838,3.7373,7102.9,10120.0,1254.4,5495.5,2.7194,1.6441,1.7952,2.9797,115.82,138.76,122.82,117.984375,7323.24,10635.98,1324.57,6091.33
2011-02-09,89.21,133.59,112.79,106.625,3.306,1.339,3.872,3.6465,7105.4,10110.0,1251.9,5480.5,2.7203,1.6469,1.8011,3.1434,115.36,138.57,122.33,118.578125,7320.9,10617.83,1320.88,6052.29
2011-02-10,89.24,133.84,112.88,106.171875,3.301,1.314,3.882,3.6928,7125.4,10110.0,1251.5,5452.0,2.7131,1.6488,1.7999,3.1603,115.39,138.82,122.42,118.125,7340.28,10605.65,1321.87,6020.01
2011-02-11,89.56,133.84,113.24,106.546875,3.294,1.315,3.868,3.6288,7169.4,10110.0,1260.0,5491.5,2.7017,1.6488,1.791,3.1379,115.71,138.82,122.78,118.5,7371.2,10605.65,1329.15,6062.9
2011-02-14,89.66,133.9,113.13,106.671875,3.296,1.314,3.838,3.6194,7183.9,10220.0,1260.4,5494.0,2.6924,1.6304,1.7883,3.1381,115.81,138.88,122.67,118.625,7396.63,10725.54,1332.32,6060.09
2011-02-15,89.5,134.0,113.14,106.6875,3.282,1.309,3.852,3.6044,7190.4,10230.0,1259.0,5462.5,2.6912,1.6272,1.7962,3.15,115.65,138.98,122.68,118.640625,7400.04,10746.67,1328.01,6037.08
2011-02-16,89.74,133.57,113.53,106.640625,3.237,1.355,3.812,3.6193,7212.9,10290.0,1265.7,5517.0,2.686,1.6183,1.7867,3.1267,115.89,138.55,123.07,118.59375,7414.3,10808.29,1336.32,6085.27
2011-02-17,90.3,133.71,114.21,107.0625,3.183,1.345,3.761,3.5725,7187.4,10330.0,1270.5,5509.5,2.6892,1.6141,1.7835,3.1256,116.45,138.69,123.75,119.015625,7405.51,10836.64,1340.43,6087.38
2011-02-18,89.88,134.04,113.55,107.109375,3.254,1.309,3.805,3.5799,7205.4,10340.0,1275.1,5501.0,2.6984,1.6131,1.78,3.1279,116.03,139.02,123.09,119.0625,7426.81,10842.8,1343.01,6082.99
2011-02-21,90.55,133.99,114.21,107.109375,3.184,1.318,3.733,3.5874,7110.9,10360.0,1275.1,5445.0,2.7371,1.611,1.78,3.1634,116.7,138.97,123.75,119.0625,7321.81,10857.53,1343.01,6014.8
2011-02-22,91.01,134.42,114.59,108.140625,3.146,1.284,3.68,3.4533,7109.9,10150.0,1247.1,5426.5,2.7384,1.6401,1.8177,3.1729,117.16,139.4,124.13,120.09375,7318.35,10664.7,1315.44,5996.76
2011-02-23,91.1,134.72,114.74,107.859375,3.14,1.255,3.669,3.4848,6992.4,10060.0,1238.2,5362.5,2.7855,1.6534,1.8294,3.2238,117.25,139.7,124.28,119.8125,7194.6,10579.1,1307.4,5923.53
2011-02-24,91.53,134.81,114.87,108.09375,3.131,1.235,3.622,3.4477,6919.4,9960.0,1235.4,5356.0,2.8106,1.6651,1.8368,3.2257,117.68,139.79,124.41,120.046875,7130.5,10452.71,1306.1,5919.98
2011-02-25,91.68,134.61,114.78,108.21875,3.152,1.253,3.616,3.4125,6969.9,10000.0,1251.5,5424.5,2.7892,1.6534,1.8211,3.1821,117.83,139.59,124.32,120.171875,7185.17,10526.76,1319.88,6001.2
2011-02-28,91.84,134.56,114.58,108.390625,3.17,1.264,3.602,3.4272,7059.9,10120.0,1258.8,5421.5,2.7558,1.6382,1.8116,3.1859,117.99,139.54,124.12,120.34375,7272.32,10624.09,1327.22,5994.01
2011-03-01,91.6,134.37,114.52,108.484375,3.179,1.285,3.622,3.3921,7008.9,10240.0,1233.8,5362.0,2.7745,1.6184,1.839,3.2172,117.75,139.35,124.06,120.4375,7223.3,10754.03,1306.33,5935.76
2011-03-02,91.46,134.72,114.33,108.109375,3.197,1.275,3.638,3.4697,6975.9,9980.0,1238.5,5353.0,2.7908,1.6588,1.8373,3.2411,117.61,139.7,123.87,120.0625,7181.12,10492.38,1308.44,5914.89
2011-03-03,90.94,134.56,113.33,107.28125,3.326,1.299,3.715,3.5554,7006.9,10080.0,1262.4,5432.0,2.7735,1.6441,1.807,3.1924,117.09,139.54,122.87,119.234375,7225.96,10586.02,1330.97,6005.09
2011-03-04,91.67,134.37,113.61,108.046875,3.273,1.305,3.629,3.49,6957.4,10190.0,1253.0,5416.5,2.7916,1.6276,1.8204,3.2002,117.82,139.35,123.15,120.0,7178.9,10693.66,1321.15,5990.39
2011-03-07,91.6,134.73,113.49,108.078125,3.273,1.283,3.633,3.5123,6949.4,10020.0,1241.8,5413.5,2.7982,1.6568,1.8358,3.2091,117.75,139.71,123.03,120.03125,7161.93,10505.02,1310.13,5973.78
2011-03-08,91.28,134.61,113.51,107.8125,3.305,1.3,3.673,3.5477,6948.4,10010.0,1252.8,5403.0,2.7971,1.6536,1.8222,3.2086,117.43,139.59,123.05,119.765625,7164.75,10525.19,1321.82,5974.76
2011-03-09,91.42,134.44,113.6,108.359375,3.29,1.305,3.662,3.4675,6912.4,10090.0,1248.1,5383.0,2.8101,1.6436,1.8267,3.2425,117.57,139.42,121.59,120.3125,7131.8,10589.5,1320.02,5937.3
2011-03-10,92.17,134.44,114.04,109.0,3.25,1.31,3.596,3.3584,6839.4,9930.0,1227.0,5287.0,2.8374,1.668,1.8618,3.2936,118.32,139.42,122.03,120.953125,7063.09,10434.38,1295.11,5845.29
2011-03-11,92.53,135.1,114.37,109.046875,3.214,1.255,3.547,3.4025,6766.9,9730.0,1238.8,5274.0,2.8706,1.6973,1.8508,3.3029,118.68,139.2,122.36,121.0,6981.49,10254.43,1304.28,5828.67
2011-03-14,93.07,135.82,114.2,109.5625,3.227,1.213,3.57,3.3563,6659.4,9020.0,1228.1,5222.5,2.9186,1.8091,1.862,3.3335,119.22,139.92,122.19,121.515625,6866.63,9620.49,1296.39,5775.24
2011-03-15,93.42,136.18,115.03,109.65625,3.137,1.221,3.527,3.303,6448.4,8200.0,1212.8,5142.5,3.0147,2.0226,1.8831,3.3803,119.57,140.28,123.02,121.609375,6647.66,8605.15,1281.87,5695.28
2011-03-16,94.0,135.62,115.66,110.515625,3.09,1.229,3.478,3.17,6313.9,8560.0,1191.4,5062.5,3.0767,1.9139,1.921,3.4518,120.15,139.72,123.65,122.46875,6513.84,9093.72,1256.88,5598.23
2011-03-17,93.29,135.6,114.84,110.203125,3.169,1.211,3.546,3.255,6437.9,8490.0,1206.5,5139.5,3.0105,1.9419,1.8959,3.3925,119.44,139.7,122.83,122.15625,6656.88,8962.67,1273.72,5696.11
2011-03-18,93.76,135.64,114.64,110.0,3.188,1.215,3.509,3.2678,6474.1,8690.0,1211.9,5159.5,3.0072,1.8904,1.8878,3.3794,119.91,139.74,122.63,121.953125,6664.4,9206.75,1279.2,5718.13
2011-03-21,93.54,135.64,114.18,109.578125,3.233,1.215,3.526,3.3282,6607.6,8690.0,1230.8,5219.0,2.9239,1.8904,1.8581,3.3277,119.69,139.74,122.17,121.53125,6816.12,9206.75,1298.38,5786.09
