,Global,Euro,G4+em,FI only,Global-equal
1992-03-02,0.30209893165181445,0.2462948735926977,2.8874314196048925,1.4207962057503778,0.7675395085795443
1992-03-03,0.35330853860122907,0.2634459465126082,2.8953759655864957,1.332687976956972,0.9188221226616432
1992-03-04,0.4284942818912903,0.3364335378311918,2.9071726383368985,1.3418686562258009,0.9746795527068943
1992-03-05,0.38724826362675646,0.24103164049908857,2.914997418030902,1.309129500642811,0.9175257880596653
1992-03-06,0.35938905599305926,0.21019538449085504,2.81059384022334,1.3720311526127265,0.8783575286919245
1992-03-09,0.37166272477448187,0.2855185155975284,2.7077541077347904,1.3172307329639752,0.8943392911014526
1992-03-10,0.40351082039954067,0.3440472290920559,2.6936522869797974,0.9024174028712219,0.9449066952067391
1992-03-11,0.4362868099296519,0.30283285815332195,2.7116790823565156,1.3560781795689623,1.0369370970115024
1992-03-12,0.5554463275423684,0.22827429261338228,2.720270533253063,1.3443893392944857,1.1524243143098396
1992-03-13,0.5364078325779661,0.19240950877186325,2.7400223476751004,1.3152157821166492,1.2088163308848774
1992-03-16,0.4853953200147731,0.19342232877416143,2.8342330114802183,1.3934103069504946,1.2559504839705917
1992-03-17,0.42170081302872753,0.2419364791139396,2.761831122818338,1.218335756489391,1.2285905989890604
1992-03-18,0.39734420288935257,0.24379876758510807,2.7924165682097217,0.8388885936930804,1.1627485946731242
1992-03-19,0.4887352897548476,0.19294029877678112,2.789410617511811,1.2333940015946174,1.1779645278595978
1992-03-20,0.5220448583053108,0.24130483106167963,2.8776148525499985,1.0882172049585168,1.1951827151077017
1992-03-23,0.4828497182288254,0.1625973013705705,2.8526533293690792,1.3007593077047535,1.2172661023767324
1992-03-24,0.4582270579863848,0.14205796875834034,2.9823949115102626,0.8036295427484176,1.225630419465858
1992-03-25,0.456504016629843,0.2087100954473812,2.846857871651073,1.115616503138962,1.1736570918973679
1992-03-26,0.38109517921865477,0.30476111137425066,2.952465381480614,0.7701405299197023,1.1303733915915966
1992-03-27,0.38520646799489694,0.33938083985889944,3.026428709433874,0.7967564850505932,1.1684277362422661
1992-03-29,0.35973928853926457,0.3680842215110291,3.071117581273295,0.8195538426376722,1.1154146582402098
1992-03-30,0.23042377527747143,0.37700324493390214,2.9747562453439076,1.1038936498988612,0.9876700680729694
1992-03-31,0.16546646950448504,0.3888682147253588,3.159220947896996,1.0973930074470337,1.020716919558507
1992-04-01,0.02127336721549443,0.43347041653531243,3.1592878280408647,1.0217592169726775,1.0037224283706698
1992-04-02,0.034047067901891534,0.4912496445707173,3.1116284633417473,1.0597066924381393,1.010460983818256
1992-04-05,-0.02369884227743039,0.5308789588810833,3.2029579965589368,1.0459463257372796,0.902707938326334
1992-04-06,-0.23347824400047748,0.5746499920728089,3.260316274529165,0.6153331156077424,0.6841270435041777
1992-04-07,-0.3224606663934679,0.3500306880971003,3.3075427771766446,0.9477532666365336,0.8019426564671718
1992-04-08,-0.455802755856418,0.4325892371439434,3.36210606646568,0.9440050031816154,0.7824450826793746
1992-04-09,-0.3109526217928426,0.6394879397343314,3.2893128839455965,0.8696375447403912,0.6700636895267148
1992-04-12,-0.5190062479972177,0.6254209022338326,3.3821446384402334,0.9533666450092094,0.6597550853150076
1992-04-13,-0.6379826845938183,0.5904409591020154,3.211437356717204,0.9656679013807463,0.5378099104699808
1992-04-14,-0.5320615140084206,0.6957156122178106,3.3122601047768203,0.8902568057812815,0.5376720185008951
1992-04-15,-0.5386720376157165,0.7473446927186406,3.2617656782927003,0.6232216080463812,0.5757312546944062
1992-04-19,-0.6791201770463018,0.6984590862702071,3.3301804306342473,0.5999414261009305,0.5606611573931537
1992-04-20,-0.6722118299505743,0.6809259871283877,3.2855856031522106,0.9571708933965889,0.667767895661851
1992-04-21,-0.745824443546227,0.6580290945795052,3.270932364886424,0.9426865032885124,0.5675894906552433
1992-04-22,-0.6771265424377058,0.708664626817914,3.059554009343474,1.0063899393039148,0.5181564564662865
1992-04-23,-0.6787786012797292,0.8245605828143339,2.9976966198720003,0.6231791142192726,0.591396865996827
1992-04-26,-0.6805778745308593,0.8126497715992673,3.04451062198913,0.5737088830607868,0.6078371270763647
1992-04-27,-0.6424861234033151,0.7668530984003463,3.256908316129731,1.0105074963717835,0.5993353523799108
1992-04-28,-0.6756382951325058,0.876159118869346,3.075924578918567,0.6302836690603926,0.5599727769011711
1992-04-29,-0.7724989711153761,0.879454607560566,3.0841080750285066,0.9596682973460631,0.4112190122754836
1992-04-30,-0.802589775499272,0.8326614923185054,3.01872987325593,0.900314266139377,0.39708965520861866
1992-05-03,-0.8249468330445819,0.9611124290456052,3.073861206982365,0.4812253554014861,0.30183104327420773
1992-05-04,-0.8184987170146988,1.0300680457769225,3.1739014842455573,0.8776981235472942,0.3180580197005325
1992-05-05,-0.811432578458756,0.9811866945227427,3.2090445728687826,0.8564509114894323,0.2262997169164795
1992-05-06,-0.7510807532951311,1.0792718554969216,3.240551944833939,0.8353755035527293,0.16117176672257985
1992-05-07,-0.7042165833529562,1.10519935633704,3.265678645418604,0.9324552937749353,0.18486984621642027
1992-05-10,-0.7175040344336735,1.0555852963970083,3.329028533489602,0.9696408793302267,0.10989856857088502
1992-05-11,-0.6821421988638681,0.9740571353998773,3.33286058752245,0.9512207226274405,0.13755830790342974
1992-05-12,-0.6813894910301566,0.9166458102919066,3.2418834662866227,1.0249379937600325,0.17841622047247507
1992-05-13,-0.5548619883669509,0.8834679268207138,3.2840512625173393,1.0781734714647813,0.2984012716250109
1992-05-14,-0.6602824578389671,0.8483889235865789,3.2851417497731137,1.0189744087636705,0.31165771865704156
1992-05-17,-0.747099312881339,0.9151457399553717,3.155026057330824,0.9322690506692424,0.24283179451028028
1992-05-18,-0.6661403861896591,1.1047864121224156,3.2487007884317554,0.9059487261667908,0.19664058682938892
1992-05-19,-0.565322419343105,1.307925559174571,3.3131594135289286,0.9357758385803178,0.4099368711603229
1992-05-20,-0.598966705693276,1.2390187219827018,3.2862778244198885,0.9579276740668157,0.3416236744486708
1992-05-21,-0.6717099403976117,1.2784800047518519,3.3163220338332544,0.8676897298906626,0.359493681801154
1992-05-25,-0.8405084512743795,1.2720527451661963,3.2960777024992867,0.8600298265095219,0.2662721514377422
1992-05-26,-0.9997506071953901,1.2230978652092213,3.404588816539321,0.3961866363268116,0.1509850050485567
1992-05-27,-1.0355623101074212,1.014867013781776,3.4225025089821015,1.1617766930176763,0.09668762637207967
1992-05-28,-0.9965960245342524,1.1553198953781214,3.430468561264914,0.7660863531239639,0.002789980641211734
1992-05-31,-1.043978525082301,1.2641268086059476,3.521433995210454,0.7920095727843754,0.010682777857511837
1992-06-01,-0.9652920942433195,1.557917207263402,3.5272903286511186,0.7855050497127851,-0.11607816365913362
1992-06-02,-1.0017598212619465,1.4630270618158407,3.435280196809572,0.8426970631959232,-0.11565925672440204
1992-06-03,-1.1565722449078326,1.4038524476404495,3.2333172039136433,0.8677881150436048,-0.2184186939005519
1992-06-04,-1.131986103438061,1.448508217154192,3.164428244765469,0.8104609663739208,-0.1933418094878798
1992-06-07,-1.1204752892079795,1.4677422176290527,3.0766904243943083,0.4467594379011979,-0.13559237068123153
1992-06-08,-1.0145694794102538,1.4942844598917913,3.007793029698481,0.8411324725627403,-0.10747041098363924
1992-06-09,-1.025233003702301,1.6013491203376182,3.0548857195210393,0.4357044040528877,-0.20755936543129447
1992-06-10,-0.9370598374177934,1.5364747943630295,3.1779384142378184,0.7981475861378543,-0.15404226682205158
1992-06-11,-0.9579630308144439,1.5221751563034802,2.914740669283849,0.8737396056500376,-0.10857671386564413
1992-06-14,-1.1336901073878638,1.39253953391906,2.8237866758947225,0.8948126673362992,-0.0993410961136015
1992-06-15,-1.1836772741012904,1.4968673974335247,2.7373041402755276,0.9313878114891943,-0.1666688126513214
1992-06-16,-1.1667691292172806,1.3883168407666504,2.4668597299486237,0.925126801424897,-0.07379596000338004
1992-06-17,-1.2327999989768175,1.3468376641242603,2.465020423638474,0.9411964118774063,-0.10986023431830602
1992-06-18,-1.11222964465976,1.535077132893259,2.5511820652531476,0.896291147222537,-0.11946122445126303
1992-06-21,-1.2159732715462166,1.5525001033511638,2.384101491555607,0.8842626520751908,-0.21545047094622138
1992-06-22,-1.3090788271801566,1.7038811928862303,2.2719348594218087,0.926156010955068,-0.44919654083656496
1992-06-23,-1.2449818955052778,1.4128670928318228,2.2468690834978386,0.88246140020112,-0.3569785677071601
1992-06-24,-1.1525621500050987,1.2581697914285703,2.4026757347748604,0.8798708423824327,-0.33915891129785314
1992-06-25,-1.1810944651543935,1.1723727856909043,2.377028786170071,0.49223594190034653,-0.304407070115193
1992-06-28,-1.2814677910772725,1.1475162535805112,2.030561284330491,0.5033049274733664,-0.3273807656919423
1992-06-29,-1.2160541535683282,0.9631808504189545,2.1372012719966205,0.4229236705578614,-0.2916530647261325
1992-06-30,-1.126022906381523,0.88333021255885,1.9502679871784496,0.511717264709506,-0.2511514008479889
1992-07-01,-1.0631565228114594,0.6551751689515846,2.0071572199238297,0.53544139591797,-0.2725624930933518
1992-07-05,-1.1672026436036922,0.6033455369142969,1.9040017142627454,0.4786801847529314,-0.3027063290161588
1992-07-06,-1.1270359954824363,0.6135507391916362,2.086286626189595,0.49572162139666076,-0.25228571578652476
1992-07-07,-0.9923635544083653,0.42883312025073606,2.2843173080951575,0.5919053501934662,-0.22885841378665264
1992-07-08,-1.0253891195744937,0.3176961079418381,2.2068335949290385,0.5893224181249211,-0.2517659706763507
1992-07-09,-0.9243830847430088,0.2217565549484128,2.227407790402255,0.6785828695494455,-0.2215959019463948
1992-07-12,-0.7740368036850147,0.12727388251060254,2.2901132450139357,0.6797711795586535,-0.20934589588349703
1992-07-13,-0.7924139771049769,0.029540055204332907,2.422431713419513,0.7776253098498288,-0.2152388599168331
1992-07-14,-0.8036206030269745,-0.1539962407764387,2.4957878009434653,0.9044469288521942,-0.21556044847992376
1992-07-15,-0.9218383305290223,-0.161234101521218,2.406043020055674,0.255871288132577,-0.30174474998798184
1992-07-16,-0.7685537209214767,-0.3787177126791794,2.391890653219815,0.9388958644113377,-0.13967964473655747
1992-07-19,-0.8279715349328719,-0.7266705302950697,2.1232734010131775,0.8514270988098221,-0.161808011751111
1992-07-20,-0.9310380132206657,-0.7081495204860738,2.0270945892527203,0.8490418828063642,-0.3205730679621109
1992-07-21,-1.1021951415055629,-0.8646270357756118,1.923530510039842,0.9449083962433469,-0.3790066553098511
1992-07-22,-1.1743465819416963,-0.8725498995640883,1.7624648479591873,0.4589718376828637,-0.5127624906600865
1992-07-23,-1.1161588420539732,-1.0028079326513533,1.7772865318426312,1.0434137425562917,-0.45902801071658017
1992-07-26,-1.0683080158307723,-1.1728503636996268,2.335275966304038,1.2331133773914107,-0.41760650005480715
1992-07-27,-1.1339647955017789,-1.2380269266869466,2.1386818781101544,1.0123801184277517,-0.4056359929592372
1992-07-28,-1.251033958733225,-0.9399508412758111,2.046966960654468,1.1049924465228138,-0.4826991438816294
1992-07-29,-1.1532936177181514,-1.023536291442253,1.7860977033995733,1.134226521076696,-0.41169402668578214
1992-07-30,-1.204382451707195,-1.1890820310106434,2.271790587406766,0.6155227689338966,-0.37693840350196645
1992-08-02,-1.2271185754309253,-1.3086991928487177,1.8175085002526654,0.6170952499771498,-0.3595690337745387
1992-08-03,-1.2105568803852569,-1.2531714815688328,1.7770282382162461,0.594216449549443,-0.3663365033548313
1992-08-04,-1.0481420154938839,-1.2934605135418735,1.8712833898545917,1.1045105101317925,-0.28911268324545275
1992-08-05,-1.0903543566722669,-1.3270631577623904,2.0072053396650595,1.0594926889456246,-0.3448406081098663
1992-08-06,-1.2367148708482614,-1.5009650705627016,1.9780421138019166,0.9707438405922206,-0.38687629453287165
1992-08-09,-1.2273263796524652,-1.689132414521672,2.0391076209769303,1.202986037853293,-0.3165971455527633
1992-08-10,-1.3576941815905799,-1.8572279796698046,1.9863660008273156,0.9898833757759309,-0.37885503825155376
1992-08-11,-1.3488380935742037,-1.9307377645026884,2.431725677673212,0.9397273336421719,-0.45556374238869773
1992-08-12,-1.3481526918317046,-2.059433534008244,2.06275923436896,0.8878772581224605,-0.4265041881129438
1992-08-13,-1.312528420500852,-1.9480265259077736,1.9426997616480626,0.8302197366924645,-0.45251657078513624
1992-08-16,-1.2475204684620456,-1.9784511620087892,1.8434055165175798,0.8306125503307376,-0.43728606583730245
1992-08-17,-1.3245976317822994,-2.0859274108268675,1.7177644770265166,1.148826189402999,-0.4887063418913995
1992-08-18,-1.2868799985773443,-2.220945411029734,1.7661135495796214,0.9686451047241346,-0.5300832301141009
1992-08-19,-1.2505360472956515,-2.3582262118490815,1.6441341087625019,0.9003014642199842,-0.5120743440444844
1992-08-20,-0.8899565608653545,-2.354159309435203,1.6603490874176585,0.8944220447427141,-0.4182071203654397
1992-08-23,-0.7911441577857923,-2.5276372262941864,1.6748384395356015,1.108750212404299,-0.46524478094976307
1992-08-24,-0.8430243450963899,-2.767616475825242,1.7699282251541804,1.06990439668336,-0.3845611946196145
1992-08-25,-0.888579671392875,-2.775357724733901,1.7925158728220956,0.7911888724220784,-0.42245952811924575
1992-08-26,-0.6581137802179321,-2.574782973537515,1.8584658625249129,0.6385039648586814,-0.33632729892846164
1992-08-27,-0.5443439349162508,-2.5751977433575948,1.929389993198252,0.7773542242182203,-0.2519648441639124
1992-08-30,-0.4897405081103758,-2.550629606353795,1.8483027395004186,0.6329137936022274,-0.31656601796014144
1992-08-31,-0.5498073046155206,-2.670669093076021,1.9042521621339656,0.6877632670468279,-0.21696734476147908
1992-09-01,-0.6015913002256574,-2.550767958916885,1.7695996924579604,0.680540928286569,-0.25012336938728874
1992-09-02,-0.45444741631413466,-2.1389663340905454,1.6818774634210436,0.685207107801941,-0.19816576397307087
1992-09-03,-0.36670849876588435,-2.071463542114979,1.770100320337617,0.6594230928731227,-0.12018997712566448
1992-09-07,-0.34513077390700375,-2.129985051495767,1.9058651636441444,0.9714275568590099,-0.10374108023122595
1992-09-08,-0.2595230829544294,-2.1526882273165597,1.870174221741662,0.6430388492237465,-0.1069308880876534
1992-09-09,-0.28360605429680263,-2.072463837605143,1.8321074207874903,0.6226885309737551,-0.12829108504220912
1992-09-10,-0.42041936109879274,-2.0248849483805698,1.8321394708994556,0.6056107610292165,-0.17165963683763732
1992-09-13,-0.32464839409710333,-1.6716737291767794,1.8444408583097285,0.6212050154526203,-0.2327828363745961
1992-09-14,-0.23251001620433798,-1.8808729804302011,1.8789562301327989,0.6541635979298539,-0.1429387556028286
1992-09-15,-0.3528266419678149,-1.9891546150601187,1.8879178648803097,0.7394763353470011,-0.24923618984923177
1992-09-16,-0.5414587384871217,-1.9709731657638874,1.8752950952095613,0.40724182304376494,-0.3982233378217357
1992-09-17,-0.599022436520888,-1.9164622054679143,1.7857742357157491,0.39182866970583413,-0.41421883956021077
1992-09-20,-0.6209183619152674,-2.0201200621900792,1.8839809942493948,0.37757007533671466,-0.4579721414205201
1992-09-21,-0.4563220745805748,-2.114839640345246,1.9013381395005795,0.6689338929261638,-0.3860637575202914
1992-09-22,-0.5743143224831483,-2.234804951825376,1.9737892392621927,0.3140445654092863,-0.4134235198713506
1992-09-23,-0.4864548810969102,-2.4477455288366388,2.148437169130297,0.5610340687852057,-0.39281594893735705
1992-09-24,-0.5011888095390652,-2.4564840433795307,2.1501274100009056,0.5402149230706914,-0.4530572245982698
1992-09-27,-0.6173938067018149,-2.7742938661040246,2.052558197503231,0.611295105662069,-0.48332459342927364
1992-09-28,-0.6214661303588983,-2.8158679873086623,2.0856808298861225,0.39438227937031106,-0.4708685314967285
1992-09-29,-0.5626158329316695,-2.7683342841712943,1.999770039147108,0.32631612141273536,-0.5161686272936197
1992-09-30,-0.49843188718128034,-2.988435016094045,2.0709824573945053,0.23799090382025742,-0.4576964098594341
1992-10-01,-0.560008604929294,-3.132427468250159,1.9038149837212583,0.1868477747012774,-0.5371550491869088
1992-10-04,-0.6263580501140382,-3.69448726802739,1.7432673858475827,0.1972775772910727,-0.6188138418829081
1992-10-05,-0.4794544778358687,-3.553271462126135,1.5234268958725226,0.5575001130930972,-0.5752296263982443
1992-10-06,-0.30000458372433114,-3.0431224668722843,1.637207997938833,0.24989058339930806,-0.4642955292277041
1992-10-07,-0.16734197906921244,-2.9009080209099305,1.7069365100695302,0.3423978771694361,-0.5406281064516484
1992-10-08,-0.4660260321561637,-3.1533345571331988,1.6890613650268977,0.2920127703993043,-0.5890676880948988
1992-10-11,-0.33050416160531576,-3.1062658535079457,1.652105818873511,0.26688531200299803,-0.5858018914683613
1992-10-12,-0.36767807703766847,-3.044502156559376,1.573037696069744,0.26926997792895113,-0.681664843361486
1992-10-13,-0.4891048949294946,-3.193565635839148,1.5033184192875497,0.24796557520308568,-0.6865587917136293
1992-10-14,-0.49040251854826533,-3.3043962852584734,1.452179571736788,0.43723863849820843,-0.7622738781734477
1992-10-15,-0.5300183434035772,-3.2716520534500524,1.4216940882099882,0.4176034748220225,-0.833272985943223
1992-10-18,-0.6547548588839821,-3.3494148822264753,1.5163341193970403,0.06878127410432833,-0.8784670563368825
1992-10-19,-0.5789819592576129,-3.160612007949378,1.4243903252295176,-0.03289213074442005,-0.6939597821202746
1992-10-20,-0.7072876857241768,-3.1847702028361398,1.4549998806080968,-0.05895189008699225,-0.7481184121222771
1992-10-21,-0.6837836199382749,-3.150816182481124,1.5733384451252885,0.315184695987103,-0.7000460319074513
1992-10-22,-0.6408772073380041,-3.0319833343943112,1.7422947419371464,0.25393989766030367,-0.7047689848762515
1992-10-26,-0.7362844991518355,-2.997948396006549,1.7127807682333622,-0.1095983104444265,-0.7321160130280923
1992-10-27,-0.7417810262053466,-3.113608934823797,1.7531115663939771,0.10588715773905752,-0.8075136264091918
1992-10-28,-0.729144724996384,-3.227884385671106,1.7522016070903748,-0.29908781382347516,-0.7643693264150793
1992-10-29,-0.7225559162451487,-3.2446621332250354,1.8409078576899471,-0.2923048831757139,-0.6726431082437314
1992-10-30,-0.7188257884065937,-3.237545235904727,1.8713657176718972,0.06405888024445205,-0.6622629858867883
1992-11-02,-0.8423230841985578,-3.3512993610063484,1.8045462533043244,-0.3326004540903336,-0.7854537896492464
1992-11-03,-0.806149990844817,-3.1275716827342466,1.7353716530534968,-0.31237806365362153,-0.6903823768119267
1992-11-04,-0.8392077943321832,-3.1445276567322393,1.7189557065684347,-0.2393092597193872,-0.6346908190345806
1992-11-05,-0.8717310006377516,-3.185180399974158,1.610068793470661,-0.3004502431132132,-0.6648193460873023
1992-11-06,-0.9662356513038813,-3.3761486165410615,1.5441765467141064,-0.3200342287317829,-0.7392762148888793
1992-11-09,-1.0725869954407765,-3.2987016795972255,1.399361528909409,-0.2509303388554012,-0.7481452727667992
1992-11-10,-1.138230333730101,-3.2314835127144605,1.431490611474605,-0.2800243617274685,-0.8584053259202596
1992-11-11,-1.2586517805814408,-3.1066031649123182,1.4048709809989317,-0.2838691901048996,-0.9533018754232285
1992-11-12,-1.133333171483615,-3.0118820782922637,1.3818602955731372,-0.30740545385960566,-0.9636212397508293
1992-11-13,-1.1739458628573374,-3.0745765157722103,1.3890762660579443,-0.26160986845849366,-0.9896389231300488
1992-11-16,-1.2014478377617388,-3.092374220943001,1.315571339876109,-0.260868866348394,-0.8641990410475081
1992-11-17,-1.2087438753893796,-3.110564402295016,1.4174930992992967,-0.3306166794995416,-0.8242765757993086
1992-11-18,-1.0600339993380985,-3.030443011173812,1.4630516575264172,-0.3720966017504642,-0.8025533005084049
1992-11-19,-0.9346878842894125,-3.10702906241726,1.4369701657648788,-0.33838629633659917,-0.7706510869521042
1992-11-20,-0.8951553625821108,-3.1583890948951554,1.5001927131950954,-0.3956715864402714,-0.8165191386585117
1992-11-23,-0.7537604838048602,-3.2719769205841507,1.3973605774801654,0.043301650152796634,-0.8191838465559134
1992-11-24,-0.7807815560150791,-3.1398706713371567,1.4740371428204921,-0.3443558987185885,-0.7944150404403966
1992-11-25,-0.8762104332357317,-3.0836338626326634,1.5114916542141854,-0.3330134418037552,-0.8682847796025355
1992-11-27,-0.7576522232088507,-3.0116185415862313,1.4241949570868693,-0.33140351775746946,-0.8218110993075939
1992-11-30,-0.7190439216451354,-2.9008283884478034,1.4520097921718436,-0.2752888253784598,-0.7621992997925682
1992-12-01,-0.7277617686652631,-2.7928361281830494,1.5461126477758254,-0.45882172087847456,-0.6352764946425237
1992-12-02,-0.6315792580330997,-2.775832932908992,1.562707100422434,-0.4454532117537871,-0.5592881039061574
1992-12-03,-0.5825990426649819,-2.657282741389392,1.5447432983381282,-0.4535498684972993,-0.4481328890433031
1992-12-04,-0.5554565141364443,-2.6448356662195245,1.6431295717602221,-0.028459062300937903,-0.4327439581570723
1992-12-07,-0.6689698458525729,-2.611481159897111,1.6492330360913627,-0.4315530143334819,-0.4304835079196053
1992-12-08,-0.6266350164242812,-2.6483693817247795,1.6059584775397182,0.015070194261973579,-0.4049408063769958
1992-12-09,-0.6318426368742465,-2.5422883922688007,1.5478070018850987,-0.46164139582825386,-0.4949865589035981
1992-12-10,-0.5023954581123549,-2.556808062440583,1.6904731036092102,-0.5214568006177722,-0.42610408023432994
1992-12-11,-0.4446285049382728,-2.6214259181330815,1.8396934077547433,-0.5280355082109601,-0.452062517280084
1992-12-14,-0.44665453939841193,-2.651565807004917,2.0477662370243994,-0.5916912627431055,-0.3843247806132225
1992-12-15,-0.32429945138056476,-2.505288732854015,2.120244344816854,-0.5571763194825285,-0.36067996165530836
1992-12-16,-0.27208934965694304,-2.4768806804241756,2.1291763765444887,-0.5552755954678004,-0.34757595404921676
1992-12-17,-0.3488791287627393,-2.5745797808593713,1.9855160299891974,-0.5853400074701677,-0.3551611445370738
1992-12-18,-0.1914165074273861,-2.3863548281895297,2.0831981923930263,-0.6199357712212201,-0.28585172823269334
1992-12-21,-0.12118954391903708,-2.335803197815618,2.1273996554203665,-0.6604652904765326,-0.0801106231558465
1992-12-22,-0.11657168641706141,-2.1322471375184677,2.2088908171163757,-0.7168829792445611,-0.18145725756160108
1992-12-23,-0.18052667655206545,-2.2209916835815005,2.3434049842259563,-0.7993375078197015,-0.13516354958886048
1992-12-24,-0.15932474755260267,-2.091061630145295,2.2327190227372884,-0.8125679451787009,-0.20259907158626023
1992-12-28,-0.19467733523446742,-2.219023846596115,2.6919093342431415,-0.8342192849629074,-0.22427058680061623
1992-12-29,-0.210282839793775,-2.1596127596988337,2.5526352338480947,-0.2674580581139075,-0.26261301782620505
1992-12-30,-0.3709955337120299,-2.0599758645549255,2.5758864996195743,-0.3050718791711983,-0.34276577416255194
1992-12-31,-0.41010680772384484,-2.0064228724326796,2.4791752231511186,-0.333569186896057,-0.3269503136175799
1993-01-04,-0.38407601473978176,-2.0649551299234488,2.480949300572207,-0.3188878439491211,-0.28085081109169224
1993-01-05,-0.12901087630587774,-1.404663263621218,2.2690822752465825,0.35212118797353503,-0.2948079312836464
1993-01-06,-0.1863991240406108,-1.3964962000174066,2.173491523486105,0.22311215903826817,-0.32206714883513854
1993-01-07,-0.20437303840181978,-1.5172938092497126,2.2947385227048516,0.21922752989478778,-0.25685380837642413
1993-01-08,-0.2580515885430851,-1.6485890120103859,2.238704136150986,0.21064868828013855,-0.3002184729911394
1993-01-11,-0.3548709574660752,-1.8474248293762272,2.154349984342333,0.09274217818309306,-0.27965578076741293
1993-01-12,-0.29131196293585326,-1.8926367015150543,2.110263537784835,0.024665495633591578,-0.1693895281357641
1993-01-13,-0.3480833746605078,-1.9553125519250425,2.0465533635454523,0.0640014573753794,-0.17298866115989553
